year,round,team,points,w,d,l,gf,ga,gd,position
2021,29,Sport,27,6,9,14,15,27,-12,18
2021,29,Gremio,26,7,5,17,25,38,-13,19
2021,29,Chapecoense,13,1,10,18,24,50,-26,20
2021,30,Atletico-MG,65,20,5,5,47,22,25,1
2021,30,Flamengo,57,17,6,7,57,28,29,2
2021,30,Palmeiras,55,17,4,9,47,35,12,3
2021,30,Bragantino,49,12,13,5,47,33,14,4
2021,30,Fortaleza,48,14,6,10,39,33,6,5
2021,30,Corinthians,47,12,11,7,32,26,6,6
2021,30,Internacional,44,11,11,8,38,31,7,7
2021,30,Fluminense,42,11,9,10,29,31,-2,8
2021,30,Cuiaba,39,8,15,7,28,28,0,9
2021,30,Ceara,39,8,15,7,28,30,-2,10
2021,30,Athletico-PR,38,11,5,14,36,39,-3,11
2021,30,America-MG,38,9,11,10,29,31,-2,12
2021,30,Atletico-GO,37,9,10,11,24,32,-8,13
2021,30,Sao Paulo,37,8,13,9,23,28,-5,14
2021,30,Bahia,36,9,9,12,33,39,-6,15
2021,30,Santos,35,8,11,11,26,36,-10,16
2021,30,Juventude,33,7,12,11,29,37,-8,17
2021,30,Sport,30,7,9,14,17,27,-10,18
2021,30,Gremio,29,8,5,17,26,38,-12,19
2021,30,Chapecoense,14,1,11,18,24,50,-26,20
2021,31,Atletico-MG,68,21,5,5,50,22,28,1
2021,31,Flamengo,60,18,6,7,61,28,33,2
2021,31,Palmeiras,58,18,4,9,51,35,16,3
2021,31,Fortaleza,49,14,7,10,40,34,6,4
2021,31,Bragantino,49,12,13,6,47,35,12,5
2021,31,Corinthians,47,12,11,8,32,29,3,6
2021,31,Internacional,44,11,11,9,39,33,6,7
2021,31,Fluminense,42,11,9,11,29,32,-3,8
2021,31,Athletico-PR,41,12,5,14,38,40,-2,9
2021,31,America-MG,41,10,11,10,32,33,-1,10
2021,31,Cuiaba,39,8,15,8,28,29,-1,11
2021,31,Ceara,39,8,15,8,29,32,-3,12
2021,31,Santos,38,9,11,11,28,36,-8,13
2021,31,Atletico-GO,38,9,11,11,24,32,-8,14
2021,31,Sao Paulo,38,8,14,9,24,29,-5,15
2021,31,Bahia,36,9,9,13,33,42,-9,16
2021,31,Juventude,36,8,12,11,31,37,-6,17
2021,31,Sport,30,7,9,15,17,28,-11,18
2021,31,Gremio,29,8,5,18,27,41,-14,19
2021,31,Chapecoense,15,1,12,18,26,52,-26,20
2021,32,Atletico-MG,71,22,5,5,51,22,29,1
2021,32,Flamengo,63,19,6,7,62,28,34,2
2021,32,Palmeiras,58,18,4,10,52,37,15,3
2021,32,Corinthians,50,13,11,8,35,31,4,4
2021,32,Fortaleza,49,14,7,11,40,37,3,5
2021,32,Bragantino,49,12,13,7,47,37,10,6
2021,32,Internacional,47,12,11,9,41,34,7,7
2021,32,Fluminense,45,12,9,11,31,33,-2,8
2021,32,America-MG,44,11,11,10,35,34,1,9
2021,32,Ceara,42,9,15,8,31,33,-2,10
2021,32,Athletico-PR,41,12,5,15,39,42,-3,11
2021,32,Juventude,39,9,12,11,32,37,-5,12
2021,32,Santos,39,9,12,11,28,36,-8,13
2021,32,Atletico-GO,39,9,12,11,24,32,-8,14
2021,32,Cuiaba,39,8,15,9,30,32,-2,15
2021,32,Sao Paulo,38,8,14,10,24,33,-9,16
2021,32,Bahia,36,9,9,14,33,43,-10,17
2021,32,Gremio,32,9,5,18,30,41,-11,18
2021,32,Sport,30,7,9,16,19,31,-12,19
2021,32,Chapecoense,15,1,12,19,26,54,-28,20
2021,33,Atletico-MG,74,23,5,5,53,22,31,1
2021,33,Flamengo,66,20,6,7,64,29,35,2
2021,33,Palmeiras,58,18,4,11,52,39,13,3
2021,33,Bragantino,52,13,13,7,50,37,13,4
2021,33,Corinthians,50,13,11,9,35,32,3,5
2021,33,Fortaleza,49,14,7,12,40,41,-1,6
2021,33,Internacional,47,12,11,10,41,35,6,7
2021,33,Fluminense,45,12,9,12,31,34,-3,8
2021,33,America-MG,45,11,12,10,35,34,1,9
2021,33,Ceara,45,10,15,8,35,33,2,10
2021,33,Santos,42,10,12,11,30,36,-6,11
2021,33,Cuiaba,42,9,15,9,31,32,-1,12
2021,33,Athletico-PR,41,12,5,16,39,43,-4,13
2021,33,Sao Paulo,41,9,14,10,26,33,-7,14
2021,33,Atletico-GO,40,9,13,11,25,33,-8,15
2021,33,Juventude,39,9,12,12,32,39,-7,16
2021,33,Bahia,37,9,10,14,33,43,-10,17
2021,33,Gremio,35,10,5,18,33,42,-9,18
2021,33,Sport,30,7,9,17,20,33,-13,19
2021,33,Chapecoense,15,1,12,20,26,56,-30,20
2021,34,Atletico-MG,75,23,6,5,55,24,31,1
2021,34,Flamengo,67,20,7,7,66,31,35,2
2021,34,Palmeiras,58,18,4,12,52,40,12,3
2021,34,Corinthians,53,14,11,9,37,32,5,4
2021,34,Fortaleza,52,15,7,12,41,41,0,5
2021,34,Bragantino,52,13,13,8,50,40,10,6
2021,34,Fluminense,48,13,9,12,33,34,-1,7
2021,34,Internacional,47,12,11,11,42,37,5,8
2021,34,Ceara,46,10,16,8,36,34,2,9
2021,34,America-MG,45,11,12,11,35,36,-1,10
2021,34,Cuiaba,43,9,16,9,31,32,-1,11
2021,34,Athletico-PR,42,12,6,16,39,43,-4,12
2021,34,Santos,42,10,12,12,30,38,-8,13
2021,34,Sao Paulo,42,9,15,10,26,33,-7,14
2021,34,Atletico-GO,41,9,14,11,26,34,-8,15
2021,34,Bahia,40,10,10,14,36,44,-8,16
2021,34,Juventude,40,9,13,12,33,40,-7,17
2021,34,Gremio,36,10,6,18,35,44,-9,18
2021,34,Sport,33,8,9,17,21,33,-12,19
2021,34,Chapecoense,15,1,12,21,27,59,-32,20
2021,35,Atletico-MG,78,24,6,5,57,25,32,1
2021,35,Flamengo,70,21,7,7,68,32,36,2
2021,35,Palmeiras,59,18,5,12,54,42,12,3
2021,35,Corinthians,53,14,11,10,38,34,4,4
2021,35,Bragantino,53,13,14,8,51,41,10,5
2021,35,Fortaleza,52,15,7,13,41,43,-2,6
2021,35,Fluminense,51,14,9,12,34,34,0,7
2021,35,Ceara,49,11,16,8,38,35,3,8
2021,35,Internacional,47,12,11,12,42,38,4,9
2021,35,America-MG,46,11,13,11,36,37,-1,10
2021,35,Santos,45,11,12,12,32,38,-6,11
2021,35,Sao Paulo,45,10,15,10,28,33,-5,12
2021,35,Atletico-GO,44,10,14,11,28,35,-7,13
2021,35,Juventude,43,10,13,12,34,40,-6,14
2021,35,Cuiaba,43,9,16,10,32,35,-3,15
2021,35,Athletico-PR,42,12,6,17,39,44,-5,16
2021,35,Bahia,40,10,10,15,37,46,-9,17
2021,35,Gremio,36,10,6,19,36,47,-11,18
2021,35,Sport,33,8,9,18,21,35,-14,19
2021,35,Chapecoense,15,1,12,22,27,62,-35,20
2021,36,Atletico-MG,81,25,6,5,60,27,33,1
2021,36,Flamengo,71,21,8,7,69,33,36,2
2021,36,Palmeiras,62,19,5,12,57,43,14,3
2021,36,Corinthians,56,15,11,10,39,34,5,4
2021,36,Fortaleza,55,16,7,13,42,43,-1,5
2021,36,Bragantino,53,13,14,9,51,42,9,6
2021,36,Fluminense,51,14,9,13,35,36,-1,7
2021,36,America-MG,49,12,13,11,39,37,2,8
2021,36,Ceara,49,11,16,9,39,37,2,9
2021,36,Internacional,48,12,12,12,43,39,4,10
2021,36,Atletico-GO,47,11,14,11,29,35,-6,11
2021,36,Santos,46,11,13,12,33,39,-6,12
2021,36,Athletico-PR,45,13,6,17,40,44,-4,13
2021,36,Sao Paulo,45,10,15,11,28,36,-8,14
2021,36,Juventude,43,10,13,13,34,41,-7,15
2021,36,Cuiaba,43,9,16,11,32,36,-4,16
2021,36,Bahia,40,10,10,16,39,49,-10,17
2021,36,Gremio,39,11,6,19,39,47,-8,18
2021,36,Sport,34,8,10,18,22,36,-14,19
2021,36,Chapecoense,15,1,12,23,27,63,-36,20
2021,37,Atletico-MG,84,26,6,5,64,30,34,1
2021,37,Flamengo,71,21,8,8,69,34,35,2
2021,37,Palmeiras,63,19,6,12,57,43,14,3
2021,37,Corinthians,57,15,12,10,40,35,5,4
2021,37,Fortaleza,55,16,7,14,42,44,-2,5
2021,37,Bragantino,53,13,14,10,54,46,8,6
2021,37,Fluminense,51,14,9,14,35,38,-3,7
2021,37,America-MG,50,12,14,11,39,37,2,8
2021,37,Atletico-GO,50,12,14,11,31,36,-5,9
2021,37,Ceara,50,11,17,9,39,37,2,10
2021,37,Santos,49,12,13,12,34,39,-5,11
2021,37,Internacional,48,12,12,13,44,41,3,12
2021,37,Sao Paulo,48,11,15,11,31,37,-6,13
2021,37,Athletico-PR,46,13,7,17,40,44,-4,14
2021,37,Cuiaba,46,10,16,11,33,36,-3,15
2021,37,Bahia,43,11,10,16,41,49,-8,16
2021,37,Juventude,43,10,13,14,35,44,-9,17
2021,37,Gremio,40,11,7,19,40,48,-8,18
2021,37,Sport,37,9,10,18,23,36,-13,19
2021,37,Chapecoense,15,1,12,24,27,64,-37,20
2021,38,Atletico-MG,84,26,6,6,67,34,33,1
2021,38,Flamengo,71,21,8,9,69,36,33,2
2021,38,Palmeiras,66,20,6,12,58,43,15,3
2021,38,Fortaleza,58,17,7,14,44,45,-1,4
2021,38,Corinthians,57,15,12,11,40,36,4,5
2021,38,Bragantino,56,14,14,10,55,46,9,6
2021,38,Fluminense,54,15,9,14,38,38,0,7
2021,38,America-MG,53,13,14,11,41,37,4,8
2021,38,Atletico-GO,53,13,14,11,33,36,-3,9
2021,38,Santos,50,12,14,12,35,40,-5,10
2021,38,Ceara,50,11,17,10,39,38,1,11
2021,38,Internacional,48,12,12,14,44,42,2,12
2021,38,Sao Paulo,48,11,15,12,31,39,-8,13
2021,38,Athletico-PR,47,13,8,17,41,45,-4,14
2021,38,Cuiaba,47,10,17,11,34,37,-3,15
2021,38,Juventude,46,11,13,14,36,44,-8,16
2021,38,Gremio,43,12,7,19,44,51,-7,17
2021,38,Bahia,43,11,10,17,42,51,-9,18
2021,38,Sport,38,9,11,18,24,37,-13,19
2021,38,Chapecoense,15,1,12,25,27,67,-40,20
2022,1,Sao Paulo,3,1,0,0,4,0,4,1
2022,1,Coritiba,3,1,0,0,3,0,3,2
2022,1,Corinthians,3,1,0,0,3,1,2,3
2022,1,Atletico-MG,3,1,0,0,2,0,2,4
2022,1,Ceara,3,1,0,0,3,2,1,5
2022,1,Avai,3,1,0,0,1,0,1,6
2022,1,Cuiaba,3,1,0,0,1,0,1,7
2022,1,Juventude,1,0,1,0,2,2,0,8
2022,1,Bragantino,1,0,1,0,2,2,0,9
2022,1,Flamengo,1,0,1,0,1,1,0,10
2022,1,Atletico-GO,1,0,1,0,1,1,0,11
2022,1,Santos,1,0,1,0,0,0,0,12
2022,1,Fluminense,1,0,1,0,0,0,0,13
2022,1,Palmeiras,0,0,0,1,2,3,-1,14
2022,1,Fortaleza,0,0,0,1,0,1,-1,15
2022,1,America-MG,0,0,0,1,0,1,-1,16
2022,1,Botafogo-RJ,0,0,0,1,1,3,-2,17
2022,1,Internacional,0,0,0,1,0,2,-2,18
2022,1,Goias,0,0,0,1,0,3,-3,19
2022,1,Athletico-PR,0,0,0,1,0,4,-4,20
2022,2,Corinthians,6,2,0,0,6,1,5,1
2022,2,Atletico-MG,6,2,0,0,3,0,3,2
2022,2,Bragantino,4,1,1,0,6,2,4,3
2022,2,Flamengo,4,1,1,0,4,2,2,4
2022,2,Santos,4,1,1,0,2,1,1,5
2022,2,Fluminense,4,1,1,0,1,0,1,6
2022,2,Sao Paulo,3,1,0,1,5,3,2,7
2022,2,Coritiba,3,1,0,1,4,2,2,8
2022,2,America-MG,3,1,0,1,4,2,2,9
2022,2,Botafogo-RJ,3,1,0,1,4,4,0,10
2022,2,Cuiaba,3,1,0,1,1,1,0,11
2022,2,Ceara,3,1,0,1,4,5,-1,12
2022,2,Internacional,3,1,0,1,2,3,-1,13
2022,2,Avai,3,1,0,1,1,3,-2,14
2022,2,Palmeiras,1,0,1,1,3,4,-1,15
2022,2,Juventude,1,0,1,1,3,6,-3,16
2022,2,Goias,1,0,1,1,1,4,-3,17
2022,2,Atletico-GO,1,0,1,1,1,5,-4,18
2022,2,Fortaleza,0,0,0,2,1,3,-2,19
2022,2,Athletico-PR,0,0,0,2,0,5,-5,20
2022,3,Santos,7,2,1,0,5,1,4,1
2022,3,Atletico-MG,7,2,1,0,5,2,3,2
2022,3,Corinthians,6,2,0,1,6,4,2,3
2022,3,Cuiaba,6,2,0,1,2,1,1,4
2022,3,Internacional,6,2,0,1,3,3,0,5
2022,3,Avai,6,2,0,1,4,5,-1,6
2022,3,Bragantino,5,1,2,0,7,3,4,7
2022,3,Flamengo,5,1,2,0,4,2,2,8
2022,3,Coritiba,4,1,1,1,6,4,2,9
2022,3,Sao Paulo,4,1,1,1,6,4,2,10
2022,3,Botafogo-RJ,4,1,1,1,5,5,0,11
2022,3,Fluminense,4,1,1,1,1,1,0,12
2022,3,America-MG,3,1,0,2,4,5,-1,13
2022,3,Ceara,3,1,0,2,4,6,-2,14
2022,3,Athletico-PR,3,1,0,2,1,5,-4,15
2022,3,Palmeiras,2,0,2,1,3,4,-1,16
2022,3,Atletico-GO,2,0,2,1,2,6,-4,17
2022,3,Goias,1,0,1,2,3,7,-4,18
2022,3,Juventude,1,0,1,2,3,7,-4,19
2022,3,Fortaleza,0,0,0,3,1,4,-3,20
2022,4,Corinthians,9,3,0,1,7,4,3,1
2022,4,Bragantino,8,2,2,0,8,3,5,2
2022,4,Atletico-MG,8,2,2,0,7,4,3,3
2022,4,Coritiba,7,2,1,1,9,6,3,4
2022,4,Sao Paulo,7,2,1,1,8,5,3,5
2022,4,Santos,7,2,1,1,6,3,3,6
2022,4,Cuiaba,7,2,1,1,3,2,1,7
2022,4,Internacional,7,2,1,1,3,3,0,8
2022,4,Avai,7,2,1,1,4,5,-1,9
2022,4,America-MG,6,2,0,2,5,5,0,10
2022,4,Palmeiras,5,1,2,1,6,4,2,11
2022,4,Flamengo,5,1,2,1,4,3,1,12
2022,4,Botafogo-RJ,5,1,2,1,6,6,0,13
2022,4,Fluminense,4,1,1,2,3,4,-1,14
2022,4,Ceara,3,1,0,3,4,7,-3,15
2022,4,Athletico-PR,3,1,0,3,1,6,-5,16
2022,4,Atletico-GO,3,0,3,1,3,7,-4,17
2022,4,Goias,2,0,2,2,5,9,-4,18
2022,4,Juventude,2,0,2,2,4,8,-4,19
2022,4,Fortaleza,1,0,1,3,2,5,-3,20
2022,5,Corinthians,12,4,0,1,8,4,4,1
2022,5,Santos,10,3,1,1,10,4,6,2
2022,5,Avai,10,3,1,1,6,6,0,3
2022,5,America-MG,9,3,0,2,7,6,1,4
2022,5,Bragantino,8,2,2,1,8,4,4,5
2022,5,Sao Paulo,8,2,2,1,9,6,3,6
2022,5,Atletico-MG,8,2,2,1,8,6,2,7
2022,5,Botafogo-RJ,8,2,2,1,7,6,1,8
2022,5,Internacional,8,2,2,1,4,4,0,9
2022,5,Coritiba,7,2,1,2,10,8,2,10
2022,5,Cuiaba,7,2,1,2,4,6,-2,11
2022,5,Athletico-PR,6,2,0,3,2,6,-4,12
2022,5,Palmeiras,6,1,3,1,7,5,2,13
2022,5,Flamengo,5,1,2,2,4,4,0,14
2022,5,Fluminense,5,1,2,2,4,5,-1,15
2022,5,Goias,5,1,2,2,6,9,-3,16
2022,5,Ceara,4,1,1,3,6,9,-3,17
2022,5,Juventude,3,0,3,2,5,9,-4,18
2022,5,Atletico-GO,3,0,3,2,3,8,-5,19
2022,5,Fortaleza,1,0,1,4,3,8,-5,20
2022,6,Corinthians,13,4,1,1,10,6,4,1
2022,6,Sao Paulo,11,3,2,1,11,7,4,2
2022,6,Botafogo-RJ,11,3,2,1,10,7,3,3
2022,6,Santos,10,3,1,2,10,5,5,4
2022,6,Coritiba,10,3,1,2,11,8,3,5
2022,6,Avai,10,3,1,2,7,8,-1,6
2022,6,America-MG,9,3,0,3,7,7,0,7
2022,6,Palmeiras,9,2,3,1,9,5,4,8
2022,6,Bragantino,9,2,3,1,9,5,4,9
2022,6,Atletico-MG,9,2,3,1,9,7,2,10
2022,6,Internacional,9,2,3,1,6,6,0,11
2022,6,Fluminense,8,2,2,2,6,6,0,12
2022,6,Goias,8,2,2,2,7,9,-2,13
2022,6,Cuiaba,7,2,1,3,5,8,-3,14
2022,6,Athletico-PR,6,2,0,4,3,8,-5,15
2022,6,Flamengo,6,1,3,2,6,6,0,16
2022,6,Juventude,6,1,3,2,7,10,-3,17
2022,6,Ceara,5,1,2,3,6,9,-3,18
2022,6,Atletico-GO,3,0,3,3,3,10,-7,19
2022,6,Fortaleza,1,0,1,5,3,9,-6,20
2022,7,Corinthians,14,4,2,1,11,7,4,1
2022,7,Palmeiras,12,3,3,1,12,5,7,2
2022,7,Sao Paulo,12,3,3,1,12,8,4,3
2022,7,Atletico-MG,12,3,3,1,11,7,4,4
2022,7,Botafogo-RJ,12,3,3,1,11,8,3,5
2022,7,Santos,11,3,2,2,10,5,5,6
2022,7,Fluminense,11,3,2,2,7,6,1,7
2022,7,Coritiba,10,3,1,3,11,10,1,8
2022,7,America-MG,10,3,1,3,8,8,0,9
2022,7,Avai,10,3,1,3,8,10,-2,10
2022,7,Internacional,10,2,4,1,7,7,0,11
2022,7,Athletico-PR,9,3,0,4,5,9,-4,12
2022,7,Bragantino,9,2,3,2,9,7,2,13
2022,7,Flamengo,9,2,3,2,7,6,1,14
2022,7,Goias,8,2,2,3,7,10,-3,15
2022,7,Cuiaba,8,2,2,3,6,9,-3,16
2022,7,Ceara,6,1,3,3,8,11,-3,17
2022,7,Atletico-GO,6,1,3,3,5,10,-5,18
2022,7,Juventude,6,1,3,3,7,13,-6,19
2022,7,Fortaleza,2,0,2,5,4,10,-6,20
2022,8,Palmeiras,15,4,3,1,13,5,8,1
2022,8,Atletico-MG,15,4,3,1,13,8,5,2
2022,8,Corinthians,15,4,3,1,12,8,4,3
2022,8,Coritiba,13,4,1,3,12,10,2,4
2022,8,Sao Paulo,13,3,4,1,14,10,4,5
2022,8,Athletico-PR,12,4,0,4,6,9,-3,6
2022,8,Botafogo-RJ,12,3,3,2,11,9,2,7
2022,8,Flamengo,12,3,3,2,9,7,2,8
2022,8,Santos,11,3,2,3,10,6,4,9
2022,8,America-MG,11,3,2,3,9,9,0,10
2022,8,Fluminense,11,3,2,3,8,8,0,11
2022,8,Internacional,11,2,5,1,8,8,0,12
2022,8,Avai,10,3,1,4,9,12,-3,13
2022,8,Bragantino,10,2,4,2,10,8,2,14
2022,8,Ceara,9,2,3,3,9,11,-2,15
2022,8,Goias,9,2,3,3,8,11,-3,16
2022,8,Cuiaba,8,2,2,4,6,10,-4,17
2022,8,Atletico-GO,7,1,4,3,6,11,-5,18
2022,8,Juventude,7,1,4,3,8,14,-6,19
2022,8,Fortaleza,2,0,2,6,4,11,-7,20
2022,9,Corinthians,18,5,3,1,13,8,5,1
2022,9,Palmeiras,16,4,4,1,13,5,8,2
2022,9,Atletico-MG,16,4,4,1,13,8,5,3
2022,9,Coritiba,14,4,2,3,13,11,2,4
2022,9,America-MG,14,4,2,3,11,10,1,5
2022,9,Sao Paulo,14,3,5,1,15,11,4,6
2022,9,Internacional,14,3,5,1,10,8,2,7
2022,9,Athletico-PR,13,4,1,4,8,11,-3,8
2022,9,Santos,12,3,3,3,12,8,4,9
2022,9,Botafogo-RJ,12,3,3,3,12,11,1,10
2022,9,Flamengo,12,3,3,3,10,9,1,11
2022,9,Goias,12,3,3,3,10,12,-2,12
2022,9,Fluminense,11,3,2,4,8,9,-1,13
2022,9,Avai,11,3,2,4,10,13,-3,14
2022,9,Bragantino,10,2,4,3,10,10,0,15
2022,9,Ceara,10,2,4,3,10,12,-2,16
2022,9,Juventude,10,2,4,3,9,14,-5,17
2022,9,Cuiaba,8,2,2,5,7,12,-5,18
2022,9,Atletico-GO,7,1,4,4,6,12,-6,19
2022,9,Fortaleza,5,1,2,6,6,12,-6,20
2022,10,Palmeiras,19,5,4,1,17,5,12,1
2022,10,Corinthians,18,5,3,2,13,9,4,2
2022,10,Athletico-PR,16,5,1,4,11,12,-1,3
2022,10,Atletico-MG,16,4,4,2,16,13,3,4
2022,10,Coritiba,15,4,3,3,14,12,2,5
2022,10,Sao Paulo,15,3,6,1,16,12,4,6
2022,10,Internacional,15,3,6,1,11,9,2,7
2022,10,Fluminense,14,4,2,4,13,12,1,8
2022,10,America-MG,14,4,2,4,11,12,-1,9
2022,10,Santos,13,3,4,3,13,9,4,10
2022,10,Bragantino,13,3,4,3,11,10,1,11
2022,10,Ceara,13,3,4,3,12,12,0,12
2022,10,Goias,13,3,4,3,11,13,-2,13
2022,10,Flamengo,12,3,3,4,10,10,0,14
2022,10,Botafogo-RJ,12,3,3,4,12,15,-3,15
2022,10,Avai,11,3,2,5,11,15,-4,16
2022,10,Cuiaba,11,3,2,5,8,12,-4,17
2022,10,Atletico-GO,10,2,4,4,8,13,-5,18
2022,10,Juventude,10,2,4,4,10,17,-7,19
2022,10,Fortaleza,6,1,3,6,7,13,-6,20
2022,11,Palmeiras,22,6,4,1,19,5,14,1
2022,11,Corinthians,21,6,3,2,15,9,6,2
2022,11,Sao Paulo,18,4,6,1,17,12,5,3
2022,11,Internacional,18,4,6,1,14,10,4,4
2022,11,Athletico-PR,17,5,2,4,11,12,-1,5
2022,11,Atletico-MG,17,4,5,2,17,14,3,6
2022,11,Coritiba,15,4,3,4,14,14,0,7
2022,11,Fluminense,14,4,2,5,13,14,-1,8
2022,11,America-MG,14,4,2,5,11,13,-2,9
2022,11,Avai,14,4,2,5,12,15,-3,10
2022,11,Santos,14,3,5,3,14,10,4,11
2022,11,Bragantino,14,3,5,3,12,11,1,12
2022,11,Ceara,14,3,5,3,13,13,0,13
2022,11,Goias,14,3,5,3,12,14,-2,14
2022,11,Atletico-GO,13,3,4,4,10,13,-3,15
2022,11,Flamengo,12,3,3,5,11,13,-2,16
2022,11,Botafogo-RJ,12,3,3,5,12,16,-4,17
2022,11,Cuiaba,12,3,3,5,9,13,-4,18
2022,11,Juventude,10,2,4,5,10,19,-9,19
2022,11,Fortaleza,7,1,4,6,7,13,-6,20
2022,12,Palmeiras,25,7,4,1,23,7,16,1
2022,12,Corinthians,22,6,4,2,16,10,6,2
2022,12,Internacional,21,5,6,1,16,11,5,3
2022,12,Athletico-PR,18,5,3,4,12,13,-1,4
2022,12,Sao Paulo,18,4,6,2,17,13,4,5
2022,12,Atletico-MG,18,4,6,2,17,14,3,6
2022,12,Avai,17,5,2,5,15,17,-2,7
2022,12,Santos,17,4,5,3,16,11,5,8
2022,12,Bragantino,17,4,5,3,16,13,3,9
2022,12,Flamengo,15,4,3,5,13,13,0,10
2022,12,Fluminense,15,4,3,5,13,14,-1,11
2022,12,Coritiba,15,4,3,5,16,18,-2,12
2022,12,America-MG,15,4,3,5,11,13,-2,13
2022,12,Botafogo-RJ,15,4,3,5,13,16,-3,14
2022,12,Ceara,15,3,6,3,13,13,0,15
2022,12,Goias,14,3,5,4,13,16,-3,16
2022,12,Atletico-GO,13,3,4,5,12,17,-5,17
2022,12,Cuiaba,12,3,3,6,9,15,-6,18
2022,12,Juventude,10,2,4,6,11,21,-10,19
2022,12,Fortaleza,7,1,4,7,9,16,-7,20
2022,13,Palmeiras,28,8,4,1,25,8,17,1
2022,13,Corinthians,25,7,4,2,17,10,7,2
2022,13,Athletico-PR,21,6,3,4,13,13,0,3
2022,13,Atletico-MG,21,5,6,2,19,14,5,4
2022,13,Internacional,21,5,6,2,18,14,4,5
2022,13,Fluminense,18,5,3,5,15,14,1,6
2022,13,Botafogo-RJ,18,5,3,5,16,18,-2,7
2022,13,Santos,18,4,6,3,18,13,5,8
2022,13,Sao Paulo,18,4,6,3,18,15,3,9
2022,13,Bragantino,18,4,6,3,18,15,3,10
2022,13,Avai,17,5,2,6,15,19,-4,11
2022,13,Atletico-GO,16,4,4,5,15,18,-3,12
2022,13,Ceara,16,3,7,3,13,13,0,13
2022,13,Flamengo,15,4,3,6,13,15,-2,14
2022,13,Coritiba,15,4,3,6,16,19,-3,15
2022,13,America-MG,15,4,3,6,11,14,-3,16
2022,13,Goias,14,3,5,5,13,17,-4,17
2022,13,Cuiaba,13,3,4,6,9,15,-6,18
2022,13,Fortaleza,10,2,4,7,10,16,-6,19
2022,13,Juventude,10,2,4,7,12,24,-12,20
2022,14,Palmeiras,29,8,5,1,27,10,17,1
2022,14,Corinthians,26,7,5,2,17,10,7,2
2022,14,Athletico-PR,24,7,3,4,17,15,2,3
2022,14,Internacional,24,6,6,2,21,14,7,4
2022,14,Atletico-MG,24,6,6,2,22,16,6,5
2022,14,Fluminense,21,6,3,5,16,14,2,6
2022,14,Santos,19,4,7,3,18,13,5,7
2022,14,Sao Paulo,19,4,7,3,18,15,3,8
2022,14,Flamengo,18,5,3,6,16,15,1,9
2022,14,Botafogo-RJ,18,5,3,6,16,19,-3,10
2022,14,Avai,18,5,3,6,17,21,-4,11
2022,14,Bragantino,18,4,6,4,20,19,1,12
2022,14,Atletico-GO,17,4,5,5,16,19,-3,13
2022,14,Goias,17,4,5,5,14,17,-3,14
2022,14,Ceara,17,3,8,3,14,14,0,15
2022,14,Coritiba,15,4,3,7,16,22,-6,16
2022,14,America-MG,15,4,3,7,11,17,-6,17
2022,14,Cuiaba,13,3,4,7,9,16,-7,18
2022,14,Juventude,11,2,5,7,12,24,-12,19
2022,14,Fortaleza,10,2,4,8,12,19,-7,20
2022,15,Palmeiras,29,8,5,2,27,12,15,1
2022,15,Athletico-PR,27,8,3,4,19,15,4,2
2022,15,Atletico-MG,27,7,6,2,24,17,7,3
2022,15,Corinthians,26,7,5,3,17,14,3,4
2022,15,Internacional,25,6,7,2,22,15,7,5
2022,15,Fluminense,24,7,3,5,20,14,6,6
2022,15,Sao Paulo,22,5,7,3,20,16,4,7
2022,15,Flamengo,21,6,3,6,18,16,2,8
2022,15,Botafogo-RJ,21,6,3,6,17,19,-2,9
2022,15,Santos,19,4,7,4,19,15,4,10
2022,15,Coritiba,18,5,3,7,18,23,-5,11
2022,15,Avai,18,5,3,7,18,23,-5,12
2022,15,America-MG,18,5,3,7,12,17,-5,13
2022,15,Bragantino,18,4,6,5,20,20,0,14
2022,15,Ceara,18,3,9,3,15,15,0,15
2022,15,Atletico-GO,17,4,5,6,17,21,-4,16
2022,15,Goias,17,4,5,6,14,18,-4,17
2022,15,Cuiaba,16,4,4,7,11,17,-6,18
2022,15,Juventude,11,2,5,8,13,26,-13,19
2022,15,Fortaleza,10,2,4,9,13,21,-8,20
2022,16,Palmeiras,30,8,6,2,27,12,15,1
2022,16,Corinthians,29,8,5,3,18,14,4,2
2022,16,Internacional,28,7,7,2,23,15,8,3
2022,16,Atletico-MG,28,7,7,2,24,17,7,4
2022,16,Fluminense,27,8,3,5,22,15,7,5
2022,16,Athletico-PR,27,8,3,5,20,17,3,6
2022,16,Sao Paulo,23,5,8,3,20,16,4,7
2022,16,Santos,22,5,7,4,20,15,5,8
2022,16,Flamengo,21,6,3,7,18,17,1,9
2022,16,Botafogo-RJ,21,6,3,7,17,21,-4,10
2022,16,Bragantino,21,5,6,5,24,20,4,11
2022,16,Goias,20,5,5,6,16,19,-3,12
2022,16,Cuiaba,19,5,4,7,13,17,-4,13
2022,16,Coritiba,19,5,4,7,20,25,-5,14
2022,16,America-MG,18,5,3,8,12,18,-6,15
2022,16,Avai,18,5,3,8,18,27,-9,16
2022,16,Ceara,18,3,9,4,16,17,-1,17
2022,16,Atletico-GO,17,4,5,7,17,22,-5,18
2022,16,Juventude,12,2,6,8,15,28,-13,19
2022,16,Fortaleza,11,2,5,9,13,21,-8,20
2022,17,Palmeiras,33,9,6,2,28,12,16,1
